product_code,product_name,group_code_clean,line_id_clean,base_color,fiscal_year,fiscal_month,scenario,scenario_formula,predicted_quantity,asp_used,asp_source,asp_cutoff_date,estimated_revenue,method_type,model_name,run_timestamp
1030010000080000,Xe đạp Thống Nhất TE Batman12 Ghi,KIDBIKE_2,51,Ghi,2026,4,Conservative,Blueprint scenario constant,23.965423327412676,1842593.0,a. SKU latest effective price,2026-03-31,44158521.2651273,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
1030010000080000,Xe đạp Thống Nhất TE Batman12 Ghi,KIDBIKE_2,51,Ghi,2026,5,Conservative,Blueprint scenario constant,23.965423327412676,1842593.0,a. SKU latest effective price,2026-03-31,44158521.2651273,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
1030010000080000,Xe đạp Thống Nhất TE Batman12 Ghi,KIDBIKE_2,51,Ghi,2026,6,Conservative,Blueprint scenario constant,23.965423327412676,1842593.0,a. SKU latest effective price,2026-03-31,44158521.2651273,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000131002007000,Xe đạp Thống Nhất GN 06 20 Coban,0,24,Xanh Dương,2026,4,Conservative,Blueprint scenario constant,0.0,1197685.0,b. SKU latest transaction unit_price,2026-03-31,0.0,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000131002007000,Xe đạp Thống Nhất GN 06 20 Coban,0,24,Xanh Dương,2026,5,Conservative,Blueprint scenario constant,0.0,1197685.0,b. SKU latest transaction unit_price,2026-03-31,0.0,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000131002007000,Xe đạp Thống Nhất GN 06 20 Coban,0,24,Xanh Dương,2026,6,Conservative,Blueprint scenario constant,0.0,1197685.0,b. SKU latest transaction unit_price,2026-03-31,0.0,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000401002016002,"Xe đạp Thống Nhất Nữ Truyền thống Lốp 2 màu, Ngọc",CITYBIKE_P,22,Xanh Ngọc/Mint,2026,4,Conservative,Blueprint scenario constant,48.771738701401226,1530555.0,b. SKU latest transaction unit_price,2026-03-31,74647828.52812316,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000401002016002,"Xe đạp Thống Nhất Nữ Truyền thống Lốp 2 màu, Ngọc",CITYBIKE_P,22,Xanh Ngọc/Mint,2026,5,Conservative,Blueprint scenario constant,48.771738701401226,1530555.0,b. SKU latest transaction unit_price,2026-03-31,74647828.52812316,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000401002016002,"Xe đạp Thống Nhất Nữ Truyền thống Lốp 2 màu, Ngọc",CITYBIKE_P,22,Xanh Ngọc/Mint,2026,6,Conservative,Blueprint scenario constant,48.771738701401226,1530555.0,b. SKU latest transaction unit_price,2026-03-31,74647828.52812316,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
1000300050010000,Xe đạp Thống Nhất MTB SPD 27.5 ( Đen),SPORTBIKE_A,74,Đen,2026,4,Conservative,Blueprint scenario constant,0.8408920465758832,4527778.0,a. SKU latest effective price,2026-03-31,3807372.5088612596,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
1000300050010000,Xe đạp Thống Nhất MTB SPD 27.5 ( Đen),SPORTBIKE_A,74,Đen,2026,5,Conservative,Blueprint scenario constant,0.8408920465758832,4527778.0,a. SKU latest effective price,2026-03-31,3807372.5088612596,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
1000300050010000,Xe đạp Thống Nhất MTB SPD 27.5 ( Đen),SPORTBIKE_A,74,Đen,2026,6,Conservative,Blueprint scenario constant,0.8408920465758832,4527778.0,a. SKU latest effective price,2026-03-31,3807372.5088612596,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000218004005000,Xe đạp Thống Nhất GN 06-27 2.0 Pro Cam,SPORTBIKE_S,61,Cam,2026,4,Conservative,Blueprint scenario constant,0.4204460232879415,1270000.0,b. SKU latest transaction unit_price,2026-03-31,533966.4495756857,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000218004005000,Xe đạp Thống Nhất GN 06-27 2.0 Pro Cam,SPORTBIKE_S,61,Cam,2026,5,Conservative,Blueprint scenario constant,0.4204460232879415,1270000.0,b. SKU latest transaction unit_price,2026-03-31,533966.4495756857,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000218004005000,Xe đạp Thống Nhất GN 06-27 2.0 Pro Cam,SPORTBIKE_S,61,Cam,2026,6,Conservative,Blueprint scenario constant,0.4204460232879415,1270000.0,b. SKU latest transaction unit_price,2026-03-31,533966.4495756857,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
1000270020150000,Xe đạp Thống Nhất TE Spaceboy 16 Café/nâu,KIDBIKE_2,46,Nâu,2026,4,Conservative,Blueprint scenario constant,68.11225577264655,1133611.1,a. SKU latest effective price,2026-03-31,77212809.18991122,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
1000270020150000,Xe đạp Thống Nhất TE Spaceboy 16 Café/nâu,KIDBIKE_2,46,Nâu,2026,5,Conservative,Blueprint scenario constant,68.11225577264655,1133611.1,a. SKU latest effective price,2026-03-31,77212809.18991122,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
1000270020150000,Xe đạp Thống Nhất TE Spaceboy 16 Café/nâu,KIDBIKE_2,46,Nâu,2026,6,Conservative,Blueprint scenario constant,68.11225577264655,1133611.1,a. SKU latest effective price,2026-03-31,77212809.18991122,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
1000270020220000,Xe đạp Thống Nhất TE Spaceboy 16 Xanh dương,KIDBIKE_2,46,Xanh Dương,2026,4,Conservative,Blueprint scenario constant,121.5089007302151,1133611.0,a. SKU latest effective price,2026-03-31,137743826.46567988,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
1000270020220000,Xe đạp Thống Nhất TE Spaceboy 16 Xanh dương,KIDBIKE_2,46,Xanh Dương,2026,5,Conservative,Blueprint scenario constant,121.5089007302151,1133611.0,a. SKU latest effective price,2026-03-31,137743826.46567988,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
1000270020220000,Xe đạp Thống Nhất TE Spaceboy 16 Xanh dương,KIDBIKE_2,46,Xanh Dương,2026,6,Conservative,Blueprint scenario constant,121.5089007302151,1133611.0,a. SKU latest effective price,2026-03-31,137743826.46567988,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000117002023000,Xe đạp thống nhất TE Bunny 16 Kem,KIDBIKE_2,41,Kem,2026,4,Conservative,Blueprint scenario constant,28.380106571936064,887111.6279069767,b. SKU latest transaction unit_price,2026-03-31,25176322.541203693,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000117002023000,Xe đạp thống nhất TE Bunny 16 Kem,KIDBIKE_2,41,Kem,2026,5,Conservative,Blueprint scenario constant,28.380106571936064,887111.6279069767,b. SKU latest transaction unit_price,2026-03-31,25176322.541203693,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000117002023000,Xe đạp thống nhất TE Bunny 16 Kem,KIDBIKE_2,41,Kem,2026,6,Conservative,Blueprint scenario constant,28.380106571936064,887111.6279069767,b. SKU latest transaction unit_price,2026-03-31,25176322.541203693,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
1000210020090000,Xe đạp Thống Nhất TE Love 12 Hồng,KIDBIKE_2,42,Hồng,2026,4,Conservative,Blueprint scenario constant,33.8459048746793,882777.0,a. SKU latest effective price,2026-03-31,29878386.36755477,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
1000210020090000,Xe đạp Thống Nhất TE Love 12 Hồng,KIDBIKE_2,42,Hồng,2026,5,Conservative,Blueprint scenario constant,33.8459048746793,882777.0,a. SKU latest effective price,2026-03-31,29878386.36755477,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
1000210020090000,Xe đạp Thống Nhất TE Love 12 Hồng,KIDBIKE_2,42,Hồng,2026,6,Conservative,Blueprint scenario constant,33.8459048746793,882777.0,a. SKU latest effective price,2026-03-31,29878386.36755477,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
1000220020090000,Xe đạp Thống Nhất TE Love 16 Hồng,KIDBIKE_2,43,Hồng,2026,4,Conservative,Blueprint scenario constant,23.334754292480756,943888.0,a. SKU latest effective price,2026-03-31,22025394.559621077,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
1000220020090000,Xe đạp Thống Nhất TE Love 16 Hồng,KIDBIKE_2,43,Hồng,2026,5,Conservative,Blueprint scenario constant,23.334754292480756,943888.0,a. SKU latest effective price,2026-03-31,22025394.559621077,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
1000220020090000,Xe đạp Thống Nhất TE Love 16 Hồng,KIDBIKE_2,43,Hồng,2026,6,Conservative,Blueprint scenario constant,23.334754292480756,943888.0,a. SKU latest effective price,2026-03-31,22025394.559621077,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
1040010000080000,Xe đạp Thống Nhất TE Batman16 Ghi,KIDBIKE_2,52,Ghi,2026,4,Conservative,Blueprint scenario constant,77.7825143082692,1326851.0,a. SKU latest effective price,2026-03-31,103205806.8924413,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
1040010000080000,Xe đạp Thống Nhất TE Batman16 Ghi,KIDBIKE_2,52,Ghi,2026,5,Conservative,Blueprint scenario constant,77.7825143082692,1326851.0,a. SKU latest effective price,2026-03-31,103205806.8924413,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
1040010000080000,Xe đạp Thống Nhất TE Batman16 Ghi,KIDBIKE_2,52,Ghi,2026,6,Conservative,Blueprint scenario constant,77.7825143082692,1326851.0,a. SKU latest effective price,2026-03-31,103205806.8924413,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000218002007000,Xe đạp Thống Nhất GN 06-27 Coban,CITYBIKE_P,11,Xanh Dương,2026,4,Conservative,Blueprint scenario constant,13.664495756858102,1617981.9473684211,b. SKU latest transaction unit_price,2026-03-31,22108907.4544888,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000218002007000,Xe đạp Thống Nhất GN 06-27 Coban,CITYBIKE_P,11,Xanh Dương,2026,5,Conservative,Blueprint scenario constant,13.664495756858102,1617981.9473684211,b. SKU latest transaction unit_price,2026-03-31,22108907.4544888,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000218002007000,Xe đạp Thống Nhất GN 06-27 Coban,CITYBIKE_P,11,Xanh Dương,2026,6,Conservative,Blueprint scenario constant,13.664495756858102,1617981.9473684211,b. SKU latest transaction unit_price,2026-03-31,22108907.4544888,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000224002009000,Xe đạp Thống Nhất New 24 Hồng,CITYBIKE_P,20,Hồng,2026,4,Conservative,Blueprint scenario constant,67.6918097493586,1436676.1363636365,b. SKU latest transaction unit_price,2026-03-31,97251207.69417085,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000224002009000,Xe đạp Thống Nhất New 24 Hồng,CITYBIKE_P,20,Hồng,2026,5,Conservative,Blueprint scenario constant,67.6918097493586,1436676.1363636365,b. SKU latest transaction unit_price,2026-03-31,97251207.69417085,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000224002009000,Xe đạp Thống Nhất New 24 Hồng,CITYBIKE_P,20,Hồng,2026,6,Conservative,Blueprint scenario constant,67.6918097493586,1436676.1363636365,b. SKU latest transaction unit_price,2026-03-31,97251207.69417085,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000224002002000,Xe đạp Thống Nhất New 24 Trắng,CITYBIKE_P,20,Trắng,2026,4,Conservative,Blueprint scenario constant,138.32674166173277,1468270.37,b. SKU latest transaction unit_price,2026-03-31,203101056.1605668,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000224002002000,Xe đạp Thống Nhất New 24 Trắng,CITYBIKE_P,20,Trắng,2026,5,Conservative,Blueprint scenario constant,138.32674166173277,1468270.37,b. SKU latest transaction unit_price,2026-03-31,203101056.1605668,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000224002002000,Xe đạp Thống Nhất New 24 Trắng,CITYBIKE_P,20,Trắng,2026,6,Conservative,Blueprint scenario constant,138.32674166173277,1468270.37,b. SKU latest transaction unit_price,2026-03-31,203101056.1605668,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,CITYBIKE_P,20,Nâu,2026,4,Conservative,Blueprint scenario constant,159.34904282612987,1499410.415954416,b. SKU latest transaction unit_price,2026-03-31,238929614.58586544,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,CITYBIKE_P,20,Nâu,2026,5,Conservative,Blueprint scenario constant,159.34904282612987,1499410.415954416,b. SKU latest transaction unit_price,2026-03-31,238929614.58586544,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000224002015000,Xe đạp Thống Nhất New 24 Café/nâu,CITYBIKE_P,20,Nâu,2026,6,Conservative,Blueprint scenario constant,159.34904282612987,1499410.415954416,b. SKU latest transaction unit_price,2026-03-31,238929614.58586544,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000225002023000,Xe đạp Thống Nhất New 26 Kem,CITYBIKE_P,21,Kem,2026,4,Conservative,Blueprint scenario constant,517.1486086441681,1597262.1921875,b. SKU latest transaction unit_price,2026-03-31,826021920.3296995,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000225002023000,Xe đạp Thống Nhất New 26 Kem,CITYBIKE_P,21,Kem,2026,5,Conservative,Blueprint scenario constant,517.1486086441681,1597262.1921875,b. SKU latest transaction unit_price,2026-03-31,826021920.3296995,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000225002023000,Xe đạp Thống Nhất New 26 Kem,CITYBIKE_P,21,Kem,2026,6,Conservative,Blueprint scenario constant,517.1486086441681,1597262.1921875,b. SKU latest transaction unit_price,2026-03-31,826021920.3296995,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000225002002000,Xe đạp Thống Nhất New 26 Trắng,CITYBIKE_P,21,Trắng,2026,4,Conservative,Blueprint scenario constant,240.70534833234657,1675762.1794117647,b. SKU latest transaction unit_price,2026-03-31,403364919.11748105,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000225002002000,Xe đạp Thống Nhất New 26 Trắng,CITYBIKE_P,21,Trắng,2026,5,Conservative,Blueprint scenario constant,240.70534833234657,1675762.1794117647,b. SKU latest transaction unit_price,2026-03-31,403364919.11748105,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000225002002000,Xe đạp Thống Nhất New 26 Trắng,CITYBIKE_P,21,Trắng,2026,6,Conservative,Blueprint scenario constant,240.70534833234657,1675762.1794117647,b. SKU latest transaction unit_price,2026-03-31,403364919.11748105,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000225002025000,Xe đạp Thống Nhất New 26 Xanh mint,CITYBIKE_P,21,Xanh Ngọc/Mint,2026,4,Conservative,Blueprint scenario constant,162.7126110124334,1561772.0697115385,b. SKU latest transaction unit_price,2026-03-31,254120011.2690566,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000225002025000,Xe đạp Thống Nhất New 26 Xanh mint,CITYBIKE_P,21,Xanh Ngọc/Mint,2026,5,Conservative,Blueprint scenario constant,162.7126110124334,1561772.0697115385,b. SKU latest transaction unit_price,2026-03-31,254120011.2690566,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000225002025000,Xe đạp Thống Nhất New 26 Xanh mint,CITYBIKE_P,21,Xanh Ngọc/Mint,2026,6,Conservative,Blueprint scenario constant,162.7126110124334,1561772.0697115385,b. SKU latest transaction unit_price,2026-03-31,254120011.2690566,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,KIDBIKE_1,32,Hồng,2026,4,Conservative,Blueprint scenario constant,311.13005723307685,1277762.4387755103,b. SKU latest transaction unit_price,2026-03-31,397550300.70650035,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,KIDBIKE_1,32,Hồng,2026,5,Conservative,Blueprint scenario constant,311.13005723307685,1277762.4387755103,b. SKU latest transaction unit_price,2026-03-31,397550300.70650035,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000125002009000,Xe đạp Thống Nhất Puppy 20 Hồng,KIDBIKE_1,32,Hồng,2026,6,Conservative,Blueprint scenario constant,311.13005723307685,1277762.4387755103,b. SKU latest transaction unit_price,2026-03-31,397550300.70650035,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000125002002000,Xe đạp Thống Nhất Puppy 20 Trắng,KIDBIKE_1,32,Trắng,2026,4,Conservative,Blueprint scenario constant,73.5780540753898,1230135.8993710692,b. SKU latest transaction unit_price,2026-03-31,90511005.7240028,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000125002002000,Xe đạp Thống Nhất Puppy 20 Trắng,KIDBIKE_1,32,Trắng,2026,5,Conservative,Blueprint scenario constant,73.5780540753898,1230135.8993710692,b. SKU latest transaction unit_price,2026-03-31,90511005.7240028,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
000125002002000,Xe đạp Thống Nhất Puppy 20 Trắng,KIDBIKE_1,32,Trắng,2026,6,Conservative,Blueprint scenario constant,73.5780540753898,1230135.8993710692,b. SKU latest transaction unit_price,2026-03-31,90511005.7240028,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
1000240020090000,Xe đạp Thống Nhất TE Bunny 16 Hồng,KIDBIKE_2,41,Hồng,2026,4,Conservative,Blueprint scenario constant,144.00276297612,1472222.0,a. SKU latest effective price,2026-03-31,212004035.71422935,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
1000240020090000,Xe đạp Thống Nhất TE Bunny 16 Hồng,KIDBIKE_2,41,Hồng,2026,5,Conservative,Blueprint scenario constant,144.00276297612,1472222.0,a. SKU latest effective price,2026-03-31,212004035.71422935,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
1000240020090000,Xe đạp Thống Nhất TE Bunny 16 Hồng,KIDBIKE_2,41,Hồng,2026,6,Conservative,Blueprint scenario constant,144.00276297612,1472222.0,a. SKU latest effective price,2026-03-31,212004035.71422935,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
1000240020220000,Xe đạp Thống Nhất TE Bunny 16 Xanh dương,KIDBIKE_2,41,Xanh Dương,2026,4,Conservative,Blueprint scenario constant,34.897019932899155,943888.0,a. SKU latest effective price,2026-03-31,32938878.35042432,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
1000240020220000,Xe đạp Thống Nhất TE Bunny 16 Xanh dương,KIDBIKE_2,41,Xanh Dương,2026,5,Conservative,Blueprint scenario constant,34.897019932899155,943888.0,a. SKU latest effective price,2026-03-31,32938878.35042432,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
1000240020220000,Xe đạp Thống Nhất TE Bunny 16 Xanh dương,KIDBIKE_2,41,Xanh Dương,2026,6,Conservative,Blueprint scenario constant,34.897019932899155,943888.0,a. SKU latest effective price,2026-03-31,32938878.35042432,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
1000230020090000,Xe đạp Thống Nhất TE Bunny 12 Hồng,KIDBIKE_2,40,Hồng,2026,4,Conservative,Blueprint scenario constant,54.44776001578844,882777.0,a. SKU latest effective price,2026-03-31,48065230.243457675,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
1000230020090000,Xe đạp Thống Nhất TE Bunny 12 Hồng,KIDBIKE_2,40,Hồng,2026,5,Conservative,Blueprint scenario constant,54.44776001578844,882777.0,a. SKU latest effective price,2026-03-31,48065230.243457675,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
1000230020090000,Xe đạp Thống Nhất TE Bunny 12 Hồng,KIDBIKE_2,40,Hồng,2026,6,Conservative,Blueprint scenario constant,54.44776001578844,882777.0,a. SKU latest effective price,2026-03-31,48065230.243457675,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
1000220020220000,Xe đạp Thống Nhất TE Love 16 Xanh dương,KIDBIKE_2,43,Xanh Dương,2026,4,Conservative,Blueprint scenario constant,27.749437537004145,1133611.1,a. SKU latest effective price,2026-03-31,31457070.41070456,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
1000220020220000,Xe đạp Thống Nhất TE Love 16 Xanh dương,KIDBIKE_2,43,Xanh Dương,2026,5,Conservative,Blueprint scenario constant,27.749437537004145,1133611.1,a. SKU latest effective price,2026-03-31,31457070.41070456,core_baseline,group_share_proportional,2026-05-28T15:46:35.504912
