product_code,product_name,group_code_clean,line_id_clean,base_color,fiscal_year,fiscal_month,predicted_quantity,asp_used,asp_source,asp_cutoff_date,estimated_revenue,method_type,model_name,run_timestamp
000116002023000,Xe đạp thống nhất TE Love 16 Kem,KIDBIKE_2,43,Kem,2026,5,69.87629532911473,749268.9736842106,b. SKU latest transaction unit_price,2026-03-31,52356140.086100586,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000116002023000,Xe đạp thống nhất TE Love 16 Kem,KIDBIKE_2,43,Kem,2026,6,47.280318593628465,749268.9736842106,b. SKU latest transaction unit_price,2026-03-31,35425675.788110495,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000117002023000,Xe đạp thống nhất TE Bunny 16 Kem,KIDBIKE_2,41,Kem,2026,4,228.88685011947626,887111.6279069767,b. SKU latest transaction unit_price,2026-03-31,203048186.21598879,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000117002023000,Xe đạp thống nhất TE Bunny 16 Kem,KIDBIKE_2,41,Kem,2026,5,69.87629532911473,887111.6279069767,b. SKU latest transaction unit_price,2026-03-31,61988074.10151964,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000117002023000,Xe đạp thống nhất TE Bunny 16 Kem,KIDBIKE_2,41,Kem,2026,6,47.280318593628465,887111.6279069767,b. SKU latest transaction unit_price,2026-03-31,41942920.395554245,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000122002002000,Xe đạp Thống Nhất Neo 20-02 Trắng,KIDBIKE_1,28,Trắng,2026,4,22.760456339114178,1050000.0,b. SKU latest transaction unit_price,2026-03-31,23898479.156069886,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000122002002000,Xe đạp Thống Nhất Neo 20-02 Trắng,KIDBIKE_1,28,Trắng,2026,5,22.760456339114178,1050000.0,b. SKU latest transaction unit_price,2026-03-31,23898479.156069886,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000122002002000,Xe đạp Thống Nhất Neo 20-02 Trắng,KIDBIKE_1,28,Trắng,2026,6,22.760456339114178,1050000.0,b. SKU latest transaction unit_price,2026-03-31,23898479.156069886,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000122002004000,Xe đạp Thống Nhất Neo 20-02 Đỏ tươi,KIDBIKE_1,28,Đỏ,2026,4,11.810006274805444,1111111.0,b. SKU latest transaction unit_price,2026-03-31,13122227.88200535,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000122002004000,Xe đạp Thống Nhất Neo 20-02 Đỏ tươi,KIDBIKE_1,28,Đỏ,2026,5,11.810006274805444,1111111.0,b. SKU latest transaction unit_price,2026-03-31,13122227.88200535,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000122002004000,Xe đạp Thống Nhất Neo 20-02 Đỏ tươi,KIDBIKE_1,28,Đỏ,2026,6,11.810006274805444,1111111.0,b. SKU latest transaction unit_price,2026-03-31,13122227.88200535,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000122002007000,Xe đạp Thống Nhất Neo 20-02 Coban,KIDBIKE_1,28,Xanh Dương,2026,4,12.827695687532568,1111111.0,b. SKU latest transaction unit_price,2026-03-31,14252993.78307,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000122002007000,Xe đạp Thống Nhất Neo 20-02 Coban,KIDBIKE_1,28,Xanh Dương,2026,5,12.827695687532568,1111111.0,b. SKU latest transaction unit_price,2026-03-31,14252993.78307,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000122002007000,Xe đạp Thống Nhất Neo 20-02 Coban,KIDBIKE_1,28,Xanh Dương,2026,6,12.827695687532568,1111111.0,b. SKU latest transaction unit_price,2026-03-31,14252993.78307,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000122002009000,Xe đạp Thống Nhất Neo 20-02 Hồng,KIDBIKE_1,28,Hồng,2026,4,54.379071207810675,1310555.0,b. SKU latest transaction unit_price,2026-03-31,71266763.66675232,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000122002009000,Xe đạp Thống Nhất Neo 20-02 Hồng,KIDBIKE_1,28,Hồng,2026,5,36.32446752814881,1310555.0,b. SKU latest transaction unit_price,2026-03-31,47605212.54135306,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000122002009000,Xe đạp Thống Nhất Neo 20-02 Hồng,KIDBIKE_1,28,Hồng,2026,6,36.32446752814881,1310555.0,b. SKU latest transaction unit_price,2026-03-31,47605212.54135306,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000122002009001,Xe đạp Thống Nhất Bubbles 20 Hồng dạ quang,KIDBIKE_1,29,Hồng,2026,4,205.2231344635117,1210132.7604166667,b. SKU latest transaction unit_price,2026-03-31,248347238.2096902,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000122002009001,Xe đạp Thống Nhất Bubbles 20 Hồng dạ quang,KIDBIKE_1,29,Hồng,2026,5,46.61254137383297,1210132.7604166667,b. SKU latest transaction unit_price,2026-03-31,56407363.36275258,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000122002009001,Xe đạp Thống Nhất Bubbles 20 Hồng dạ quang,KIDBIKE_1,29,Hồng,2026,6,36.32446752814881,1210132.7604166667,b. SKU latest transaction unit_price,2026-03-31,43957428.1605043,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000122002019000,Xe đạp Thống Nhất Bubbles 20 Vàng chanh,KIDBIKE_1,29,Vàng,2026,4,114.44465675172313,1223541.316666667,b. SKU latest transaction unit_price,2026-03-31,140027766.00746807,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000122002019000,Xe đạp Thống Nhất Bubbles 20 Vàng chanh,KIDBIKE_1,29,Vàng,2026,5,24.033482719797014,1223541.316666667,b. SKU latest transaction unit_price,2026-03-31,29405959.091066025,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000122002019000,Xe đạp Thống Nhất Bubbles 20 Vàng chanh,KIDBIKE_1,29,Vàng,2026,6,4.464398307684979,1223541.316666667,b. SKU latest transaction unit_price,2026-03-31,5462375.783509319,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000122002022000,Xe đạp Thống Nhất Bubbles 20 Xanh,KIDBIKE_1,29,Xanh,2026,4,213.1352825590629,1214397.7976190476,b. SKU latest transaction unit_price,2026-03-31,258831017.73463938,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000122002022000,Xe đạp Thống Nhất Bubbles 20 Xanh,KIDBIKE_1,29,Xanh,2026,5,45.04504650030591,1214397.7976190476,b. SKU latest transaction unit_price,2026-03-31,54702605.26361908,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000122002022000,Xe đạp Thống Nhất Bubbles 20 Xanh,KIDBIKE_1,29,Xanh,2026,6,29.224405963155963,1214397.7976190476,b. SKU latest transaction unit_price,2026-03-31,35490054.238381565,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000122002024000,Xe đạp Thống Nhất Bubbles 20 Tím dạ quang,KIDBIKE_1,29,Tím,2026,4,81.49467992462867,1182842.5319148935,b. SKU latest transaction unit_price,2026-03-31,96395373.53964162,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000122002024000,Xe đạp Thống Nhất Bubbles 20 Tím dạ quang,KIDBIKE_1,29,Tím,2026,5,22.76308725823423,1182842.5319148935,b. SKU latest transaction unit_price,2026-03-31,26925147.76672943,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000122002024000,Xe đạp Thống Nhất Bubbles 20 Tím dạ quang,KIDBIKE_1,29,Tím,2026,6,1.8928220238119495,1182842.5319148935,b. SKU latest transaction unit_price,2026-03-31,2238910.3951099995,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000123002002000,Xe đạp Thống Nhất Neo 20-03 Trắng,KIDBIKE_1,30,Trắng,2026,4,22.760456339114178,1050000.0,b. SKU latest transaction unit_price,2026-03-31,23898479.156069886,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000123002002000,Xe đạp Thống Nhất Neo 20-03 Trắng,KIDBIKE_1,30,Trắng,2026,5,22.760456339114178,1050000.0,b. SKU latest transaction unit_price,2026-03-31,23898479.156069886,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000123002002000,Xe đạp Thống Nhất Neo 20-03 Trắng,KIDBIKE_1,30,Trắng,2026,6,22.760456339114178,1050000.0,b. SKU latest transaction unit_price,2026-03-31,23898479.156069886,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000123002004000,Xe đạp Thống Nhất Neo 20-03 Đỏ tươi,KIDBIKE_1,30,Đỏ,2026,4,11.810006274805444,1050000.0,b. SKU latest transaction unit_price,2026-03-31,12400506.588545715,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000123002004000,Xe đạp Thống Nhất Neo 20-03 Đỏ tươi,KIDBIKE_1,30,Đỏ,2026,5,11.810006274805444,1050000.0,b. SKU latest transaction unit_price,2026-03-31,12400506.588545715,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000123002004000,Xe đạp Thống Nhất Neo 20-03 Đỏ tươi,KIDBIKE_1,30,Đỏ,2026,6,11.810006274805444,1050000.0,b. SKU latest transaction unit_price,2026-03-31,12400506.588545715,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000123002007000,Xe đạp Thống Nhất Neo 20-03 Coban,KIDBIKE_1,30,Xanh Dương,2026,4,12.827695687532568,1050000.0,b. SKU latest transaction unit_price,2026-03-31,13469080.471909197,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000123002007000,Xe đạp Thống Nhất Neo 20-03 Coban,KIDBIKE_1,30,Xanh Dương,2026,5,12.827695687532568,1050000.0,b. SKU latest transaction unit_price,2026-03-31,13469080.471909197,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000123002007000,Xe đạp Thống Nhất Neo 20-03 Coban,KIDBIKE_1,30,Xanh Dương,2026,6,12.827695687532568,1050000.0,b. SKU latest transaction unit_price,2026-03-31,13469080.471909197,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000123002009000,Xe đạp Thống Nhất Neo 20-03 Hồng,KIDBIKE_1,30,Hồng,2026,4,76.3743303680087,1590000.0,b. SKU latest transaction unit_price,2026-03-31,121435185.28513384,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000123002009000,Xe đạp Thống Nhất Neo 20-03 Hồng,KIDBIKE_1,30,Hồng,2026,5,46.61254137383297,1590000.0,b. SKU latest transaction unit_price,2026-03-31,74113940.78439441,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000123002009000,Xe đạp Thống Nhất Neo 20-03 Hồng,KIDBIKE_1,30,Hồng,2026,6,36.32446752814881,1590000.0,b. SKU latest transaction unit_price,2026-03-31,57755903.36975661,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000124002004000,Xe đạp Thống Nhất Neo 2004 Đỏ tươi,KIDBIKE_1,31,Đỏ,2026,4,31.784084068116847,1111111.0,b. SKU latest transaction unit_price,2026-03-31,35315645.43300938,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000124002004000,Xe đạp Thống Nhất Neo 2004 Đỏ tươi,KIDBIKE_1,31,Đỏ,2026,5,22.955049618086935,1111111.0,b. SKU latest transaction unit_price,2026-03-31,25505608.136202194,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000124002004000,Xe đạp Thống Nhất Neo 2004 Đỏ tươi,KIDBIKE_1,31,Đỏ,2026,6,11.810006274805444,1111111.0,b. SKU latest transaction unit_price,2026-03-31,13122227.88200535,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000124002009000,Xe đạp Thống Nhất Neo 2004 Hồng,KIDBIKE_1,31,Hồng,2026,4,41.968512605820955,1111111.0,b. SKU latest transaction unit_price,2026-03-31,46631676.00996633,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000124002009000,Xe đạp Thống Nhất Neo 2004 Hồng,KIDBIKE_1,31,Hồng,2026,5,43.59847972132604,1111111.0,b. SKU latest transaction unit_price,2026-03-31,48442750.4016423,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000124002009000,Xe đạp Thống Nhất Neo 2004 Hồng,KIDBIKE_1,31,Hồng,2026,6,36.32446752814881,1111111.0,b. SKU latest transaction unit_price,2026-03-31,40360515.43966895,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000124002024000,Xe đạp Thống Nhất Neo 2004 Tím,KIDBIKE_1,31,Tím,2026,4,16.190052586463707,1111111.0,b. SKU latest transaction unit_price,2026-03-31,17988945.519398276,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000124002024000,Xe đạp Thống Nhất Neo 2004 Tím,KIDBIKE_1,31,Tím,2026,5,7.559300992782296,1111111.0,b. SKU latest transaction unit_price,2026-03-31,8399222.48539133,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000124002024000,Xe đạp Thống Nhất Neo 2004 Tím,KIDBIKE_1,31,Tím,2026,6,1.8928220238119495,1111111.0,b. SKU latest transaction unit_price,2026-03-31,2103135.371699719,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000125002002000,Xe đạp Thống Nhất Puppy 20 Trắng,KIDBIKE_1,32,Trắng,2026,4,305.24623948899364,1230135.8993710692,b. SKU latest transaction unit_price,2026-03-31,375494357.34343,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000125002002000,Xe đạp Thống Nhất Puppy 20 Trắng,KIDBIKE_1,32,Trắng,2026,5,41.67679031750686,1230135.8993710692,b. SKU latest transaction unit_price,2026-03-31,51268115.94012576,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
000125002002000,Xe đạp Thống Nhất Puppy 20 Trắng,KIDBIKE_1,32,Trắng,2026,6,22.760456339114178,1230135.8993710692,b. SKU latest transaction unit_price,2026-03-31,27998454.428812172,enhanced_ml_baseline,LightGBM_monthly_minimal_features,2026-05-28T15:46:56.256590
