customer_code,customer_name,tax_code,address,province_id,customer_tier,is_active,created_at,updated_at
KH-00017,CỬA HÀNG XE ĐẠP THUỶ TIÊN,279893014,TT Hương Sơn- Phú Bình- Thái Nguyên,49,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00018,CÔNG TY TNHH THƯƠNG MẠI PHÚ THỊNH,129056548,"phố Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00019,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,319500449,"Trần Quang Khải, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",48,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00020,DOANH NGHIỆP TW TRƯỜNG THỊNH,222919308,"Tòa nhà FPT Cầu Giấy, số 17 phố Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00021,HỘ KINH DOANH XÂY DỰNG,170772576,"4 Số 141 Lê Duẩn, Phường Cửa Nam, Quận Hoàn Kiếm, Hà Nội",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00022,CÔNG TY CỔ PHẦN VIỆT ANH,262182474,"Ngõ 82, Tổ 30 Cụm 4 Đường Phú Thượng, Phường Phú Thượng, Quận Tây Hồ, Hà Nội, Việt Nam",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00023,CÔNG TY TNHH THANH BÌNH,239217728,"tòa nhà số 444 phố Hoàng Hoa Thám, Phường Thuỵ Khuê, Quận Tây Hồ, Thành phố Hà Nội, Việt Nam",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00024,CÔNG TY TNHH MINH PHƯƠNG,223572625,"Phố Mỹ Lộ, Thị trấn Thiên Tôn, Huyện Hoa Lư, Tỉnh Ninh Bình, Việt Nam",30,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00025,DOANH NGHIỆP TW SƠN HÀ,201191735,"Nhà ông Nguyễn Ngọc Biên, ngã tư vòng xuyến đường Lê Doãn Ch, Phường Hải Thượng, Thị xã Nghi Sơn, Thanh Hoá",51,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00026,CÔNG TY CỔ PHẦN LÊ ANH,111542238,"Khu công nghiệp Lê Môn, phường Quảng Hưng, thành phố Thanh Hóa",52,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00027,HỘ KINH DOANH ĐẠI DƯƠNG,213776915,"khu đấu giá Ngô Thì Nhậm, Phường Hà Cầu, Quận Hà Đông, Hà Nội",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00028,DOANH NGHIỆP TW PHÚ THỊNH,160558291,"A10 Chợ Việt Trì, Minh Nông, Việt Trì, Phú Thọ",33,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00029,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,135626358,"Nguyễn Đình Chiểu, Phường Hàm Tiến, Thành phố  Phan Thiết, Bình Thuận",31,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00030,CỬA HÀNG XE ĐẠP BÌNH MINH,200349768,"Xã Đoan Bái, Huyện Hiệp Hoà, Tỉnh Bắc Giang, Việt Nam",1,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00031,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐẠI DƯƠNG,196205964,"đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00032,HỘ KINH DOANH CHI THÀNH,117720070,"phố Thanh Lâm, Phường Minh Khai, Quận Bắc Từ Liêm, Hà Nội",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00033,CỬA HÀNG XE ĐẠP HÙNG CƯỜNG,214985928,"Ngõ Máy kéo, khu Liên Cơ, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00034,CÔNG TY TNHH BÌNH MINH,203838579,"Mẹ Thứ, Phường Hoà Xuân, Quận Cẩm Lệ, Thành phố Đà Nẵng, Việt Nam",70,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00035,CỬA HÀNG XE ĐẠP TÂY BẮC,271649068,"Trần Kế Xương, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng",70,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00036,CÔNG TY TNHH THƯƠNG MẠI PHÚC AN,171263180,"số 11B Cát Linh, Phường Quốc Tử Giám, Quận Đống đa, Hà Nội",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00037,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,134122886,"ngách 23 ngõ 82 Phố Nguyễn Phúc Lai, Phường ô Chợ Dừa, Quận Đống đa, Hà Nội",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00038,DOANH NGHIỆP TW TÂN TIẾN,109280637,"Đường Hoàng Văn Thụ, Tổ 1, Phường Phan Đình Phùng, Thành phố Thái Nguyên, Thái Nguyên",54,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00039,CÔNG TY CỔ PHẦN ĐÔNG NAM,183629493,"Toà nhà Sun Home 2.1, khu phố 6, Phường An Thới, Thành phố Phú Quốc, Kiên Giang",32,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00040,CÔNG TY TNHH VẠN LỢI,251901453,"đường Nguyễn Thái Học, Phường Quang Trung, Thành phố Vinh, Tỉnh Nghệ An, Việt Nam",65,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00041,CỬA HÀNG XE ĐẠP ĐÔNG NAM,216963363,"Phường Trúc Lâm, thị xã Nghi Sơn, tỉnh Thanh Hóa",52,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00042,HỘ KINH DOANH MẶT TRỜI,281448381,đường Ngọc Hồi - TT. Văn Điển - H. Thanh Trì - TP.Hà Nội - Việt Nam,11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00043,CÔNG TY TNHH LONG PHÚ,286451085,"Yên Thế , Phường Hoà An , Quận Cẩm Lệ , TP Đà Nẵng",47,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00044,CÔNG TY TNHH THƯƠNG MẠI NGỌC ANH,121456518,"Phan Châu Trinh, Phường An Xuân, Thành phố Tam Kỳ, Quảng Nam",50,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00045,CÔNG TY TNHH AN PHÁT,209987788,"Xã Duy Hải, Huyện Duy Xuyên, Quảng Nam",36,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00046,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,166574876,"Mẹ Suốt, Phường Hải Đình, Thành phố Đồng Hới, Tỉnh Quảng Bình",74,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00047,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,194678179,"TDP 3 Đoài, Thị trấn Yên Lạc, Huyện Yên Lạc, Tỉnh Vĩnh Phúc, Việt Nam",66,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00048,CÔNG TY TNHH THUỶ TIÊN,297282681,"khu đô thị Định Công, Đường Trần Điền, Phường Định Công, Quận Hoàng Mai, Thành phố Hà Nội, Việt Nam",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00049,CÔNG TY CỔ PHẦN THUỶ TIÊN,209463930,"Khu phố Chương Xá, Phường Hồ, Thị xã Thuận Thành, Tỉnh Bắc Ninh, Việt Nam",3,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00050,CÔNG TY TNHH AN PHÁT,207526839,"Km 78 quốc lộ 5, thôn Lương Xá, Xã Kim Liên, Huyện Kim Thành, Hải Dương",19,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00051,CÔNG TY CỔ PHẦN KHẢI HOÀN,186812248,"phố Văn Nhuế, Phường Bần Yên Nhân, Thị xã Mỹ Hào, Tỉnh Hưng Yên, Việt Nam",14,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00052,DOANH NGHIỆP TW TÂN TIẾN,189570860,"Km 28+100m, Quốc lộ 18, Phường Phả Lại, Thành phố Chí Linh, Hải Dương",5,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00053,CÔNG TY TNHH TRƯỜNG THỊNH,242860511,"Khu Công nghiệp Quang Minh, Thị trấn Quang Minh, Huyện Mê Linh, Hà Nội",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00054,HỘ KINH DOANH TRÍ ĐỨC,182963970,"Thôn An Trai, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00055,CÔNG TY TNHH THƯƠNG MẠI TÂY BẮC,171410404,"Cụm công nghiệp Cư Kuin, Xã Dray Bhăng, Huyện Cư Kuin, Tỉnh Đắk Lắk, Việt Nam",73,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00056,DOANH NGHIỆP TW ĐÔNG NAM,176151671,"Đức Lý, Lý Nhân, tỉnh Hà Nam",9,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00057,CÔNG TY CỔ PHẦN THƯƠNG MẠI TOÀN THẮNG,141932840,"Điện Biên Cửa Bắc, Nam Định",27,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00058,DOANH NGHIỆP TW SÁN LẠP,127997343,"Lê Thanh Nghị, TP Hải Dương",45,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00059,CÔNG TY TNHH TRÍ ĐỨC,280495894,"Đường Độc Lập, Thị Trấn Cẩm Giàng, Huyện Cẩm Giàng, tỉnh Hải Dương",19,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00060,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,158104223,"TK Bình Tiến, thị trấn Bình Mỹ, huyện Bình Lục, tỉnh Hà Nam",9,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00061,HỘ KINH DOANH THUỶ TIÊN,244531657,"TT. Mãn Đức, Tân Lạc, Hòa Bình",13,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00062,CÔNG TY CỔ PHẦN YÊN BÌNH,227299798,"Lê Lai, Hoàng Văn Thụ, TP. Lạng Sơn, Lạng Sơn",26,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00063,HỘ KINH DOANH VẠN LỢI,215377450,"xã Giáp Sơn, huyện Lục Ngạn, tỉnh Bắc Giang",1,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00064,CÔNG TY TNHH SƠN HÀ,275306629,Khu 6 – TT Gia Lộc – Huyện Gia Lộc – Hải Dương,23,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00065,CÔNG TY CỔ PHẦN QUANG VINH,171738234,"phố Vác, Dân Hòa, Thanh Oai, Hà Nội",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00066,CÔNG TY CỔ PHẦN NGỌC ANH,112533522,"phố Săn, thị trấn Liên Quan, huyện Thạch Thất, thành phố Hà Nộ",10,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00067,DOANH NGHIỆP TW NGỌC ANH,155578196,"đường Vạn Xuân, thôn Cựu Quán, xã Đức Thượng, huyện Hoài Đức, TP. Hà Nội",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00068,CÔNG TY CỔ PHẦN SÁN LẠP,131374677,"Trưng Trắc, thị xã Phúc Yên, tỉnh Vĩnh Phúc",66,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00069,CÔNG TY TNHH MINH PHƯƠNG,222107650,"hẻm 23 ngách 62, ngõ 29, Phố Khương Hạ, P.Khương Đình,Q. Thanh Xuân, TP. Hà Nội",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00070,CÔNG TY TNHH THƯƠNG MẠI CHI THÀNH,308019803,"Nguyễn Văn Hưởng, Phường Thảo Điền, Thành phố Thủ Đức, TP Hồ Chí Minh",48,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00071,CỬA HÀNG XE ĐẠP BÌNH MINH,205898992,"đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00072,DOANH NGHIỆP TW PHÚC AN,248690869,"Trần Phú, Phường Bắc Hồng, Thị xã Hồng Lĩnh, Hà Tĩnh",12,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00073,CỬA HÀNG XE ĐẠP KHẢI HOÀN,215854601,"đường ĐH-HH33, thôn 6, Xã Hoằng Ngọc, Huyện Hoằng Hoá, Tỉnh Thanh Hoá",51,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00074,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,162270903,"khu 11-12, Thị trấn Chi Nê, Huyện Lạc Thuỷ, Tỉnh Hòa Bình, Việt Nam",13,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00075,CÔNG TY CỔ PHẦN ĐÔNG NAM,193530691,"phố Tây Sơn, Trung Liệt, Đống Đa, Hà Nội",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00076,CỬA HÀNG XE ĐẠP ĐẠI LỢI,207110960,"Lý Thái Tổ, Phường Trần Phú, Thành phố  Bắc Giang, Bắc Giang",1,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00077,CÔNG TY CỔ PHẦN THƯƠNG MẠI NGỌC ANH,129442890,"Cụm 12, Xã Tích Giang, Huyện Phúc Thọ, Hà Nội",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00078,HỘ KINH DOANH VĨNH PHÁT,169872073,"Thửa đất số 203-2, Khu đất dịch vụ Khu Đồng Mới, đường An Kh, Xã An Khánh, Huyện Hoài Đức, Hà Nội",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00079,CÔNG TY TNHH ĐÔNG NAM,212296712,"đường Trần Nguyên Hãn, Phường Trần Nguyên Hãn, Thành phố  Bắc Giang, Bắc Giang",1,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00080,HỘ KINH DOANH VĨNH PHÁT,204708911,"xã Vạn Thắng, huyện Ba Vì, Hà Nội",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00081,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,114437050,"Xã Lương Tài, Huyện Văn Lâm, Hưng Yên",14,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00082,CÔNG TY TNHH THƯƠNG MẠI PHÚC AN,173803785,"Ngã tư thị trấn Lập Thạch, Lập Thạch, Vĩnh Phúc",66,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00083,CÔNG TY CỔ PHẦN THƯƠNG MẠI THANH BÌNH,199364060,"chợ mễ, Xã Mễ Sở, Huyện Văn Giang, Hưng Yên",14,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00084,CỬA HÀNG XE ĐẠP TOÀN THẮNG,240631861,"Ngã tư Kim Huy, Phan Đình Phùng, TX. Mỹ Hào, Hưng Yên",14,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00085,CÔNG TY CỔ PHẦN THƯƠNG MẠI NGỌC ANH,129408873,"phố Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00086,CÔNG TY TNHH NGỌC ANH,223360422,"Chợ Bún, Đa Tốn, Gia Lâm, Hà Nội",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00087,CỬA HÀNG XE ĐẠP SÁN LẠP,293724739,"xã Diễn Kỷ, huyện Diễn Châu, tỉnh Nghệ An",29,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00088,CỬA HÀNG XE ĐẠP SÁN LẠP,234800323,"Khối 5 Thị Trấn Cầu Giát , Huyện Quỳnh Lưu , Tỉnh Nghệ An",29,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00089,HỘ KINH DOANH TOÀN THẮNG,299680508,"Khối 1, thị trấn Yên Thành, tỉnh Nghệ A",28,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00090,CÔNG TY TNHH THƯƠNG MẠI TÂY BẮC,171647676,"đường Bà triệu, Phường Đông Thọ, Thành phố Thanh Hoá, Thanh Hoá",51,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00091,CÔNG TY TNHH BÌNH MINH,202478042,"Ngõ 68/53/22 Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, TP Hà Nội, Việt Nam",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00092,CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI,195817495,"Lạc Long Quân, quận Tây Hồ, Hà Nội",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00093,CÔNG TY CỔ PHẦN PHÚC AN,228060819,"Phạm Văn Đồng, Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00094,HỘ KINH DOANH SÁN LẠP,113574479,"Khu Tân Tiến, xã Minh Tân, Cẩm Khê, Phú Thọ",33,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00095,CÔNG TY CỔ PHẦN THƯƠNG MẠI KHẢI HOÀN,115961215,"đường mương Đan Hoài, thôn 6, Xã Song Phương, Huyện Hoài Đức, Hà Nội",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00096,CÔNG TY TNHH THƯƠNG MẠI SƠN HÀ,171916408,"Xã Tiên Phương, Huyện Chương Mỹ, Thành phố Hà Nội, Việt Nam",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00097,CÔNG TY TNHH XUÂN MAI,251696517,"Lũng Kênh, Đức Giang, Hoài Đức, Hà Nội",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00098,HỘ KINH DOANH MẶT TRỜI,233256612,"đường phạm nguyễn du , phường nghi hoà , thị xã của lò , Nghệ An",29,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00099,CÔNG TY TNHH NGỌC ANH,223368484,"phố Nguyễn Thái Học, Thị trấn Phùng, Huyện Đan Phượng, Hà Nội",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00100,CỬA HÀNG XE ĐẠP ĐẠI LỢI,204436190,"CT1 Bắc Linh Đàm, Q. Hoàng Mai, Hà Nội",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00101,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,133186744,"ngõ 72 Dương Quảng Hàm, Cầu Giấy, Hà Nội",11,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00102,CỬA HÀNG XE ĐẠP AN PHÁT,209357696,"Ngã 4, Đường 295, Thôn Đông, Xã Hoàn Sơn, Huyện Tiên Du, Bắc Ninh",3,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00103,CÔNG TY CỔ PHẦN AN PHÁT,146215925,"phố Đông Hương, Thị trấn Nham Biền, Huyện Yên Dũng, Tỉnh Bắc Giang, Việt Nam",1,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00104,DOANH NGHIỆP TW THUỶ TIÊN,213878919,"Chợ Đà, Thọ Dân, Triệu Sơn, Thanh Hóa",52,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
KH-00105,CỬA HÀNG XE ĐẠP PHÚC AN,271411995,"Thị trấn Thuận Thành, Bắc Ninh",3,STANDARD,True,2026-05-26 16:47:27.716285+07:00,2026-05-26 16:47:27.716285+07:00
