product_code,product_name,line_id,color,unit,is_active,created_at,base_color
000125002002000,Xe đạp Thống Nhất Puppy 20 Trắng,32,Trắng,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Trắng
1000240020090000,Xe đạp Thống Nhất TE Bunny 16 Hồng,41,Hồng,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Hồng
1000240020220000,Xe đạp Thống Nhất TE Bunny 16 Xanh dương,41,Xanh Dương,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh Dương
1000230020090000,Xe đạp Thống Nhất TE Bunny 12 Hồng,40,Hồng,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Hồng
1000220020220000,Xe đạp Thống Nhất TE Love 16 Xanh dương,43,Xanh Dương,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh Dương
000217003008000,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,10,Ghi,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Ghi
000333002001000,Xe đạp Thống Nhất Super 26 đen,70,Đen,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đen
1000300050080000,Xe đạp Thống Nhất MTB SPD 27.5 ( Ghi),74,Ghi,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Ghi
000217003005000,Xe đạp Thống Nhất GN 06-26 2.0 Cam,10,Cam,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Cam
000218003008000,Xe đạp Thống Nhất GN 06-27 2.0 Ghi,12,Ghi,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Ghi
000218003001000,Xe đạp Thống Nhất GN 06-27 2.0 Đen,12,Đen,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đen
000218003005000,Xe đạp Thống Nhất GN 06-27 2.0 Cam,12,Cam,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Cam
000224002026000,Xe đạp Thống Nhất New 24 Xanh mint,20,Xanh Mint,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh Ngọc/Mint
000224002023000,Xe đạp Thống Nhất New 24 Kem,20,Kem,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Kem
000216003008000,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,8,Ghi,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Ghi
000226003023000,Xe đạp Thống Nhất LD 24-01_2023 Kem,13,Kem,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Kem
000216003001000,Xe đạp Thống Nhất GN 06-24 2.0 Đen,8,Đen,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đen
000331002022000,Xe đạp Thống Nhất MTB 26-02 Xanh dương,18,Xanh Dương,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh Dương
000225002009000,Xe đạp Thống Nhất New 26 Hồng,21,Hồng,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Hồng
000226003002000,Xe đạp Thống Nhất LD 24-01_2023 Trắng,13,Trắng,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Trắng
000330002001000,Xe đạp Thống Nhất MTB 24-03 Đen,17,Đen,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đen
000125002013000,Xe đạp Thống Nhất Puppy 20 Xanh,32,Xanh,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh
000226003014000,Xe đạp Thống Nhất LD 24-01_2023 Xanh Santorini,13,Xanh Santorini,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh Dương
1000340010090000,"Xe đạp Thống Nhất TE The Powerpuff Girls 12"" Hồng",53,Hồng,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Hồng
1000250020050000,Xe đạp Thống Nhất TE Robot 16 Cam,44,Cam,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Cam
1000330010240000,"Xe đạp Thống Nhất The Powerpuff Girls 16"" Tím",54,Tím,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Tím
000124002009000,Xe đạp Thống Nhất Neo 2004 Hồng,31,Hồng,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Hồng
1000320010090000,"Xe đạp Thống Nhất Wonder Woman 20"" Hồng",57,Hồng,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Hồng
000330002002200,Xe đạp Thống Nhất MTB 24-03 Xanh dương,17,Xanh Dương,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh Dương
000231003002000,Xe đạp Thống Nhất M2601 Trắng,64,Trắng,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Trắng
000331002008000,Xe đạp Thống Nhất MTB 26-02 Ghi,18,Ghi,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Ghi
000314002019000,Xe đạp Thống Nhất MTB 24-04 Tem vàng,66,Vàng,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Vàng
000217004005000,Xe đạp Thống Nhất GN 06-26 2.0 Pro Cam,59,Cam,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Cam
000123002009000,Xe đạp Thống Nhất Neo 20-03 Hồng,30,Hồng,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Hồng
000122002002000,Xe đạp Thống Nhất Neo 20-02 Trắng,28,Trắng,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Trắng
1000250020220000,Xe đạp Thống Nhất TE Robot 16 Xanh dương,44,Xanh Dương,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh Dương
000217004008000,Xe đạp Thống Nhất GN 06-26 2.0 Pro Ghi,59,Ghi,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Ghi
000413002003000,Xe đạp Thống Nhất Highway 27.5 Đỏ đun,63,Đỏ Đun,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đỏ
000413002022000,Xe đạp Thống Nhất Highway 27.5 Xanh dương,63,Xanh Dương,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh Dương
000208002007000,Xe đạp Thống Nhất 219-24 Coban,2,Coban,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh Dương
000216002007000,Xe đạp Thống Nhất GN 06-24 Coban,7,Coban,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh Dương
000216003005000,Xe đạp Thống Nhất GN 06-24 2.0 Cam,8,Cam,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Cam
100029005001000,Xe đạp Thống Nhất Touring Blade 700C Đen,77,Đen,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đen
100029005020000,Xe đạp Thống Nhất Touring Blade 700C Xanh,77,Xanh,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh
000208002023000,Xe đạp Thống Nhất 219-24 Xanh Tím,2,Xanh Tím,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh
000209002025000,Xe đạp Thống Nhất 219-26 Xanh Tím,3,Xanh Tím,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh
1000260020220000,Xe đạp Thống Nhất TE Spaceboy 12 Xanh dương,45,Xanh Dương,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh Dương
000335002013000,Xe đạp Thống Nhất Super 24 Xanh,69,Xanh,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh
000217002001000,Xe đạp Thống Nhất GN 06-26 Đen,9,Đen,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đen
000218002001000,Xe đạp Thống Nhất GN 06-27 Đen,11,Đen,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đen
000335002001000,Xe đạp Thống Nhất Super 24 Đen,69,Đen,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đen
1000350050220000,"Xe đạp Thống Nhất MTB Cyper 2024 27.5""  Ghi",73,Ghi,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Ghi
100028005020000,Xe đạp Thống Nhất MTB Cyper 27.5 Xanh,72,Xanh,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh
1050010000200000,Xe đạp Thống Nhất TE Super Man 12 Xanh,55,Xanh,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh
000217002003000,Xe đạp Thống Nhất GN 06-26 Đỏ đun,9,Đỏ Đun,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đỏ
000324000040000,Xe đạp Thống Nhất MTB 26-05_2023 Đỏ đun,67,Đỏ Đun,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đỏ
000125002023000,Xe đạp Thống Nhất Puppy 20 Kem,32,Kem,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Kem
000218004008000,Xe đạp Thống Nhất GN 06-27 2.0 Pro Ghi,61,Ghi,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Ghi
1010020000050000,"Xe đạp Thống Nhất GRX AT 27,5_2.0_15 Cam",71,Cam,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Cam
000231003022000,Xe đạp Thống Nhất M2601 Xanh dương,64,Xanh Dương,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh Dương
000304002019000,Xe đạp Thống Nhất MTB 20-04 Tem Vàng,26,Vàng,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Vàng
000305002022000,Xe đạp Thống Nhất MTB 20-05 Xanh dương,27,Xanh Dương,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh Dương
000209002007000,Xe đạp Thống Nhất 219-26 Coban,3,Coban,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh Dương
000131002001002,Xe đạp Thống Nhất GN 06 20 2024 Đen,25,Đen,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đen
000131002004005,Xe đạp Thống Nhất GN 06 20 2024 Đỏ,25,Đỏ,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đỏ
000131002008001,Xe đạp Thống Nhất GN 06 20 2024 Ghi,25,Ghi,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Ghi
000131002019002,Xe đạp Thống Nhất GN 06 20 2024 Vàng,25,Vàng,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Vàng
000225002024000,Xe đạp Thống Nhất New 26 Tím,21,Tím,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Tím
000216002001000,Xe đạp Thống Nhất GN 06-24 Đen,7,Đen,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đen
000124002024000,Xe đạp Thống Nhất Neo 2004 Tím,31,Tím,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Tím
1000330010090000,"Xe đạp Thống Nhất The Powerpuff Girls 16"" Hồng",54,Hồng,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Hồng
1000340010240000,"Xe đạp Thống Nhất TE The Powerpuff Girls 12"" Tím",53,Tím,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Tím
000401002016000,"Xe đạp Thống Nhất Nữ Truyền thống Lốp đỏ, Ngọc",22,Ngọc,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh Ngọc/Mint
1010020010050000,"Xe đạp Thống Nhất GRX AT 27,5_2.0_17 Cam",71,Cam,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Cam
1010020010220000,"Xe đạp Thống Nhất GRX AT 27,5_2.0_17 Xanh dương",71,Xanh Dương,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh Dương
000334002001000,Xe đạp Thống Nhất Super 20 Đen,39,Đen,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đen
000305002001000,Xe đạp Thống Nhất MTB 20-05 Đen,27,Đen,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đen
000335002004000,Xe đạp Thống Nhất Super 24 Đỏ,69,Đỏ,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đỏ
000334002013000,Xe đạp Thống Nhất Super 20 Xanh,39,Xanh,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh
000334002004000,Xe đạp Thống Nhất Super 20 Đỏ,39,Đỏ,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đỏ
000116002023000,Xe đạp thống nhất TE Love 16 Kem,43,Kem,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Kem
000131002004000,Xe đạp Thống Nhất GN 06 20 Đỏ tươi,24,Đỏ Tươi,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đỏ
100028005008000,Xe đạp Thống Nhất MTB Cyper 27.5 Ghi,72,Ghi,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Ghi
100035005001000,"Xe đạp Thống Nhất MTB Cyper 2024 27.5""  Đen",73,Đen,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đen
1000310050080000,Xe đạp Thống Nhất Road RPD 700C Ghi,75,Ghi,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Ghi
1000310050010000,Xe đạp Thống Nhất Road RPD 700C Đen,75,Đen,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đen
000490002007000,Xe đạp đôi Thống Nhất 26 Coban,4,Coban,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh Dương
000490002004000,Xe đạp đôi Thống Nhất 26 Đỏ tươi,4,Đỏ Tươi,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đỏ
000490002009000,Xe đạp đôi Thống Nhất 26 Hồng,4,Hồng,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Hồng
000217004022000,Xe đạp Thống Nhất GN 06-26 2.0 Pro Xanh dương,59,Xanh Dương,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh Dương
000208002003000,Xe đạp Thống Nhất 219-24 Đỏ đun,2,Đỏ Đun,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đỏ
000324000100000,Xe đạp Thống Nhất MTB 26-05_2023 Xanh rêu,67,Rêu,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh Lá
000209002003000,Xe đạp Thống Nhất 219-26 Đỏ đun,3,Đỏ Đun,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đỏ
000122002009000,Xe đạp Thống Nhất Neo 20-02 Hồng,28,Hồng,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Hồng
000122002004000,Xe đạp Thống Nhất Neo 20-02 Đỏ tươi,28,Đỏ Tươi,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đỏ
000122002007000,Xe đạp Thống Nhất Neo 20-02 Coban,28,Coban,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh Dương
1060010000200000,Xe đạp Thống Nhất TE Super Man 16 Xanh,56,Xanh,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh
000224002024000,Xe đạp Thống Nhất New 24 Tím,20,Tím,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Tím
000218002003000,Xe đạp Thống Nhất GN 06-27 Đỏ đun,11,Đỏ Đun,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đỏ
000227002014000,Xe đạp Thống Nhất LD 24-02 Xanh Santorini,14,Xanh Santorini,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh Dương
000216002003000,Xe đạp Thống Nhất GN 06-24 Đỏ đun,7,Đỏ Đun,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đỏ
1010020010080000,"Xe đạp Thống Nhất GRX AT 27,5_2.0_17 Ghi",71,Ghi,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Ghi
000230002002000,Xe đạp Thống Nhất LD 26 Trắng,15,Trắng,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Trắng
000123002004000,Xe đạp Thống Nhất Neo 20-03 Đỏ tươi,30,Đỏ Tươi,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đỏ
1010020000080000,"Xe đạp Thống Nhất GRX AT 27,5_2.0_15 Ghi",71,Ghi,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Ghi
000218004008001,Xe đạp Thống Nhất GN 06-27 2.0 Pro Shimano Ghi,62,Ghi,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Ghi
000217004008001,Xe đạp Thống Nhất GN 06-26 2.0 Pro Shimano Ghi,60,Ghi,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Ghi
000115002019001,Xe đạp Thống Nhất 16 Ben 10 màu vàng,33,Vàng,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Vàng
000124002004000,Xe đạp Thống Nhất Neo 2004 Đỏ tươi,31,Đỏ Tươi,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đỏ
000217004022001,Xe đạp Thống Nhất GN 06-26 2.0 Pro Shimano Xanh,60,Xanh,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh
000123002002000,Xe đạp Thống Nhất Neo 20-03 Trắng,30,Trắng,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Trắng
000230002001000,Xe đạp Thống Nhất M 27-01 Đen,16,Đen,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đen
000230002027000,Xe đạp Thống Nhất M 27-01 Xanh nước biển,16,Xanh Nước Biển,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh Dương
000230002014000,Xe đạp Thống Nhất LD 26 Xanh Santorini,15,Xanh Santorini,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh Dương
000230002023000,Xe đạp Thống Nhất LD 26 Kem,15,Kem,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Kem
000122002019000,Xe đạp Thống Nhất Bubbles 20 Vàng chanh,29,Chanh,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Vàng
000122002022000,Xe đạp Thống Nhất Bubbles 20 Xanh,29,Xanh,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh
1000320010040000,"Xe đạp Thống Nhất Wonder Woman 20"" Đỏ",57,Đỏ,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đỏ
1000400050040003,Xe đạp Thống Nhất MTB SPD 27.5 17 đỏ DA,74,Đỏ,Chiếc,True,2026-05-26 16:48:09.724770+07:00,Đỏ
000225002004003,Xe đạp Thống Nhất New 26 đỏ DA Acrylic,21,Đỏ,Chiếc,True,2026-05-26 16:48:09.724770+07:00,Đỏ
TP0022.02.16.00,Xe đạp Thống Nhất TE 16-02,35,Chưa Xác Định,Chiếc,True,2026-05-26 16:48:09.724770+07:00,Chưa Xác Định
1010020000220000,Xe đạp Thống Nhất GRX AT 27.5 2.0 15 Xanh,71,Xanh,Chiếc,True,2026-05-26 16:48:09.724770+07:00,Xanh
000306002022000,Xe đạp Thống Nhất MTB 20-05 S xanh,27,Xanh,Chiếc,True,2026-05-26 16:48:09.724770+07:00,Xanh
TP0099.0000567,Xe đạp Thống Nhất SLX 26-01,76,Chưa Xác Định,Chiếc,True,2026-05-26 16:48:09.724770+07:00,Chưa Xác Định
TP0023.02.25.00,Xe đạp Thống Nhất Nam,19,Chưa Xác Định,Chiếc,True,2026-05-26 16:48:09.724770+07:00,Chưa Xác Định
TP0022.03.16.00,Xe đạp Thống Nhất TE 16-03,36,Chưa Xác Định,Chiếc,True,2026-05-26 16:48:09.724770+07:00,Chưa Xác Định
000216002022009,Xe đạp Thống Nhất GN 06 24 D xanh DA Báo,7,Xanh,Chiếc,True,2026-05-26 16:48:09.724770+07:00,Xanh
000214004000000,Xe đạp Thống Nhất GN 05-26,5,Chưa xác định,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Chưa xác định
000207004000000,Xe đạp Thống Nhất 219-05-26,1,Chưa xác định,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Chưa xác định
000314002005000,Xe đạp Thống Nhất MTB 24-04 Tem cam,66,Cam,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Cam
000304002004000,Xe đạp Thống Nhất MTB 20-04 Tem đỏ,26,Đỏ,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đỏ
000314002020000,Xe đạp Thống Nhất MTB 24-04 Tem Xanh da trời,66,Xanh Dương,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh Dương
000413002001000,Xe đạp Thống Nhất Highway 27.5 Đen bóng,63,Đen,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đen
000215004000000,Xe đạp Thống Nhất GN 05-27,6,Chưa xác định,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Chưa xác định
000324000180000,Xe đạp Thống Nhất MTB 26-05_2023 Đen mờ,67,Đen,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đen
000329002005000,Xe đạp Thống Nhất MTB 26-07 Tem cam,68,Cam,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Cam
000329002004001,Xe đạp Thống Nhất MTB 26-07 Tem đỏ,68,Đỏ,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đỏ
000231003005000,Xe đạp Thống Nhất M2601 Đen Tem cam,64,Đen,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đen
1000300050200000,Xe đạp Thống Nhất MTB SPD 27.5 (xanh da trời),74,Xanh Dương,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh Dương
000231003023000,Xe đạp Thống Nhất M2601 Đen Tem Xanh,64,Đen,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đen
1000310050200000,Xe đạp Thống Nhất Road RPD 700C Xanh da trời,75,Xanh Dương,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh Dương
000304002020000,Xe đạp Thống Nhất MTB 20-04 Tem Xanh da trời,26,Xanh Dương,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh Dương
000413002018000,Xe đạp Thống Nhất Highway 27.5 Đen mờ,63,Đen,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đen
000231003002001,Xe đạp Thống Nhất M2601 Shimano Trắng (tem tím),65,Trắng,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Trắng
000231003005001,Xe đạp Thống Nhất M2601 Shimano Đen (tem cam),65,Đen,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đen
000231003022001,Xe đạp Thống Nhất M2601 Shimano Xanh (tem trắng),65,Xanh,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh
000231003023001,Xe đạp Thống Nhất M2601 Shimano Đen (tem xanh),65,Đen,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đen
000114002000000,Xe đạp Thống Nhất TE 16-04,37,Chưa xác định,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Chưa xác định
000218004009001,Xe đạp Thống Nhất GN 06-27 2.0 Pro BLACKPINK,61,Đen/Hồng,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đen/Hồng
000304002005000,Xe đạp Thống Nhất MTB 20-04 Tem cam,26,Cam,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Cam
000132002022001,Xe đạp Thống Nhất GN 2.0 20 xanh - Superman,23,Xanh,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh
000132002003001,Xe đạp Thống Nhất GN 2.0 20 đỏ - Wonderwoman,23,Đỏ,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đỏ
000132002001001,Xe đạp Thống Nhất GN 2.0 20 đen - Bat man,23,Đen,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đen
000225002002001,Xe đạp Thống Nhất New 26 Trắng DA HP,21,Trắng,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Trắng
000225002007001,Xe đạp Thống Nhất New 26 Xanh DA HP,21,Xanh,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Xanh
000225002004001,Xe đạp Thống Nhất New 26 màu đỏ DA HP,21,Đỏ,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Đỏ
000225002015001,Xe đạp Thống Nhất New 26 Café/nâu DA HP,21,Café/Nâu,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Nâu
1010130010050000,Xe đạp Thống Nhất REX Cam,,Cam,Chiếc,True,2026-05-26 16:47:27.716285+07:00,Cam
